provinsi,kota,nik,nama,tempat,tgl_lahir,jenis_kelamin,golongan_darah,alamat,rt/rw,kel/desa,kecamatan,agama,status,pekerjaan,kewarganegaraan,masa_berlaku,terbuat,pas_photo
BALI,DENPASAR,5329094722781770,Franchesca Alphonse,ctrdriwu,09-03-2007,PEREMPUAN,B,jl. icmqs ohdgzoz 0,150/534,denpasar,denpasar utara,HINDU,KAWIN,rqgzeprzqaxy,WNI,SEUMUR HIDUP,25-12-2021,src/image.jpeg
BALI,DENPASAR,5475143872786412,Dagny Muoi,cwmzzpgq,25-11-2001,LAKI-LAKI,AB,jl. ddlxw uklmqlb 0,326/949,denpasar,denpasar utara,KONGHUCU,KAWIN,alqqzypxjdzt,WNI,SEUMUR HIDUP,11-04-2022,src/image.jpeg
BALI,DENPASAR,5222194367885171,Janie Lee,xuanwmae,19-06-2009,LAKI-LAKI,B,jl. cjimg fodhqbs 7,484/897,denpasar,denpasar utara,HINDU,KAWIN,kgmzeleywlkg,WNI,SEUMUR HIDUP,28-12-2021,src/image.jpeg
BALI,DENPASAR,5999518652860818,Jeanie Maxie,vnmqaccw,17-04-1993,LAKI-LAKI,B,jl. otdfa nbrhehc 0,279/758,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,itnqcpskdjwx,WNI,SEUMUR HIDUP,23-11-2021,src/image.jpeg
BALI,DENPASAR,5476546560715397,Heath Laura,yjcqpwvv,29-06-2002,PEREMPUAN,O,jl. hcxcr zzviyhg 2,893/198,denpasar,denpasar utara,KONGHUCU,KAWIN,wbjavtphgsed,WNI,SEUMUR HIDUP,10-07-2021,src/image.jpeg
BALI,DENPASAR,5707328070204975,Kathlyn Cindie,zhzacwli,24-12-2019,PEREMPUAN,AB,jl. lzhbp mbowmqc 2,322/898,denpasar,denpasar utara,HINDU,KAWIN,teosjunkstgs,WNI,SEUMUR HIDUP,10-09-2021,src/image.jpeg
BALI,DENPASAR,5160986282534099,Brendon Domitila,gjxnqapr,07-10-2001,PEREMPUAN,AB,jl. huwex rzriolk 8,797/546,denpasar,denpasar utara,HINDU,KAWIN,igdvkcpbxzjb,WNI,SEUMUR HIDUP,04-08-2021,src/image.jpeg
BALI,DENPASAR,5219893106739564,Sebastian Cleo,ehkoayfi,07-09-2000,PEREMPUAN,O,jl. omiir zmyjhgd 3,169/144,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,lwbcosflzrus,WNI,SEUMUR HIDUP,03-03-2022,src/image.jpeg
BALI,DENPASAR,5219150164416779,Casie Basil,swhjwovu,15-08-1995,LAKI-LAKI,AB,jl. iuobc akcbflv 9,153/544,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,ltheiquvysic,WNI,SEUMUR HIDUP,20-09-2021,src/image.jpeg
BALI,DENPASAR,5142632843789736,Octavia Jonas,bwpjyxub,31-08-2005,PEREMPUAN,O,jl. drnuc lfadogo 9,078/378,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,bujbsaapwlee,WNI,SEUMUR HIDUP,14-06-2021,src/image.jpeg
BALI,DENPASAR,5800197154174979,Tamica Rosendo,vipdbdwz,24-11-1997,LAKI-LAKI,A,jl. nhkzr wdckudt 0,111/711,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,yuvcqpvbkvtv,WNI,SEUMUR HIDUP,25-03-2022,src/image.jpeg
BALI,DENPASAR,5279223945350548,Abe Jewell,urvjtrvn,17-11-2013,PEREMPUAN,AB,jl. fvhga yhijoad 2,090/283,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,dasrlfygfnba,WNI,SEUMUR HIDUP,06-06-2021,src/image.jpeg
BALI,DENPASAR,5759542614458528,Peggie Jamee,zokyvozh,24-07-2013,LAKI-LAKI,O,jl. kjium kzzttvy 3,369/888,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,jyzfpbwyxvqs,WNI,SEUMUR HIDUP,25-06-2021,src/image.jpeg
BALI,DENPASAR,5975538782403904,Carlton Marilu,wsrftmiv,10-11-1996,PEREMPUAN,B,jl. fchyh kxrhgii 7,125/984,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,xluslksmajxi,WNI,SEUMUR HIDUP,07-05-2022,src/image.jpeg
BALI,DENPASAR,5813063517040520,Josephine Sheron,kmfodqvn,08-02-2004,PEREMPUAN,B,jl. tmglm tgtbgwq 5,291/238,denpasar,denpasar utara,HINDU,KAWIN,olonawjnaeoe,WNI,SEUMUR HIDUP,30-09-2021,src/image.jpeg
BALI,DENPASAR,5484781577016026,Rafaela Lynn,ceenboxj,20-07-2016,LAKI-LAKI,A,jl. kdzuv fzalxuh 5,913/492,denpasar,denpasar utara,KRISTEN,KAWIN,fmtrklgjwxls,WNI,SEUMUR HIDUP,25-01-2022,src/image.jpeg
BALI,DENPASAR,5148923110685973,Ezequiel Marietta,iqexmvrb,25-08-2002,PEREMPUAN,O,jl. qzeas ckgjewl 0,678/883,denpasar,denpasar utara,KONGHUCU,KAWIN,vrsrkbettbzj,WNI,SEUMUR HIDUP,22-09-2021,src/image.jpeg
BALI,DENPASAR,5826211948311674,Bebe Dana,tjzlucai,19-04-2011,PEREMPUAN,O,jl. qhlsr dmxkzjx 1,767/773,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,idmvxzwilpth,WNI,SEUMUR HIDUP,07-06-2021,src/image.jpeg
BALI,DENPASAR,5733414871897028,Ernie Julio,zfrkxhes,24-02-2010,LAKI-LAKI,AB,jl. fgixe yfqzmup 8,670/376,denpasar,denpasar utara,KATOLIK,KAWIN,stfuzjrtscbp,WNI,SEUMUR HIDUP,15-08-2021,src/image.jpeg
BALI,DENPASAR,5521658931127498,Yuk Darryl,wvmfvhax,15-02-2003,PEREMPUAN,O,jl. xvdvv mdoaxrf 2,907/279,denpasar,denpasar utara,KONGHUCU,KAWIN,pcipcbogfcvz,WNI,SEUMUR HIDUP,05-08-2021,src/image.jpeg
BALI,DENPASAR,5884702005228250,Jenniffer Ariane,jzdcvuke,15-04-2012,LAKI-LAKI,A,jl. lqpuk krbkoti 2,177/546,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,sdqtxyyrhihb,WNI,SEUMUR HIDUP,14-07-2021,src/image.jpeg
BALI,DENPASAR,5779932874922293,Lizeth Edwardo,iudoxgpm,14-11-2014,PEREMPUAN,O,jl. spczd mqeoaly 9,440/210,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,thvgepiiqccr,WNI,SEUMUR HIDUP,30-05-2021,src/image.jpeg
BALI,DENPASAR,5879255479418872,Greta Cordie,gtzccpiv,29-05-2013,LAKI-LAKI,B,jl. zvmhe cgjdppt 0,342/319,denpasar,denpasar utara,KONGHUCU,KAWIN,elkuluzszhwy,WNI,SEUMUR HIDUP,18-05-2021,src/image.jpeg
BALI,DENPASAR,5344124474473304,Forest Douglass,soleqhdn,25-06-2018,PEREMPUAN,O,jl. xoqzx kvtdstp 4,024/080,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,dhtrkshjqdcs,WNI,SEUMUR HIDUP,06-03-2022,src/image.jpeg
BALI,DENPASAR,5353716046865916,Otha Sammy,wcukybzl,04-08-1998,PEREMPUAN,A,jl. kznmu xcbbupa 7,888/168,denpasar,denpasar utara,HINDU,KAWIN,zmcgqeeyvbkx,WNI,SEUMUR HIDUP,04-10-2021,src/image.jpeg
BALI,DENPASAR,5760691458288311,Fletcher Willetta,ssfuiywd,22-12-1996,LAKI-LAKI,AB,jl. acrvc rydueqn 0,023/266,denpasar,denpasar utara,HINDU,BELUM KAWIN,nilliltonhtb,WNI,SEUMUR HIDUP,22-11-2021,src/image.jpeg
BALI,DENPASAR,5917277530184428,Elden Eusebio,usavmqss,18-02-1992,LAKI-LAKI,O,jl. abzjb bvzjpeh 0,300/533,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,isbvaohdjykn,WNI,SEUMUR HIDUP,04-08-2021,src/image.jpeg
BALI,DENPASAR,5031529998956823,Daniel Kaylee,padmowqb,01-04-1994,LAKI-LAKI,B,jl. rbchc bauabid 0,199/668,denpasar,denpasar utara,HINDU,KAWIN,qgagimwpnhus,WNI,SEUMUR HIDUP,07-01-2022,src/image.jpeg
BALI,DENPASAR,5566999121791216,Joetta Enda,hmsejxyh,07-09-2018,LAKI-LAKI,O,jl. sgyzt ogcunuk 9,273/778,denpasar,denpasar utara,KATOLIK,KAWIN,lexuhjncppye,WNI,SEUMUR HIDUP,28-03-2022,src/image.jpeg
BALI,DENPASAR,5277266603502843,Annis Kathey,wuivwihz,15-08-2004,LAKI-LAKI,AB,jl. uarep heyerfn 9,252/079,denpasar,denpasar utara,HINDU,KAWIN,qupumaulerco,WNI,SEUMUR HIDUP,01-08-2021,src/image.jpeg
BALI,DENPASAR,5773974384791804,Gracie Vickie,lczttgik,05-09-2017,LAKI-LAKI,B,jl. zflyq adiwlgf 0,365/414,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,opeeysbwhidg,WNI,SEUMUR HIDUP,08-06-2021,src/image.jpeg
BALI,DENPASAR,5516858796686329,Nathanael Magan,vercbmjq,21-07-2019,PEREMPUAN,B,jl. dzheu jnalhuc 3,507/193,denpasar,denpasar utara,HINDU,KAWIN,pabfbqgpidab,WNI,SEUMUR HIDUP,23-10-2021,src/image.jpeg
BALI,DENPASAR,5206373729241040,Barrett Gayle,nloqckqu,25-05-1995,PEREMPUAN,O,jl. qtidt mhgrwvr 1,082/571,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,woachnnmdqek,WNI,SEUMUR HIDUP,16-11-2021,src/image.jpeg
BALI,DENPASAR,5030802005674096,Aldo Kelsi,itsrnklo,10-05-2017,PEREMPUAN,O,jl. tqmzd gnwrfua 8,094/412,denpasar,denpasar utara,HINDU,KAWIN,xddhnswithjz,WNI,SEUMUR HIDUP,06-12-2021,src/image.jpeg
BALI,DENPASAR,5881875899326398,Joella Carolin,ojtdlxpo,02-01-1993,PEREMPUAN,O,jl. yiore pbdssjx 0,679/157,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,adifozluhddw,WNI,SEUMUR HIDUP,19-06-2021,src/image.jpeg
BALI,DENPASAR,5853925092686625,Carleen Diamond,bagqqykj,27-05-2008,LAKI-LAKI,O,jl. mscur rbhxwyp 4,356/443,denpasar,denpasar utara,KONGHUCU,KAWIN,rvtmwmvanllz,WNI,SEUMUR HIDUP,21-07-2021,src/image.jpeg
BALI,DENPASAR,5275137632680164,Joycelyn Carmine,bopknumd,16-07-2015,PEREMPUAN,B,jl. qahri avzshko 7,336/593,denpasar,denpasar utara,KONGHUCU,KAWIN,nrbynbrkbtjc,WNI,SEUMUR HIDUP,19-04-2022,src/image.jpeg
BALI,DENPASAR,5790678850996815,Branden Marvel,ihokrdub,08-06-2005,PEREMPUAN,O,jl. wdfys uwrvcsj 8,727/308,denpasar,denpasar utara,KONGHUCU,KAWIN,dburjskkfnqp,WNI,SEUMUR HIDUP,13-03-2022,src/image.jpeg
BALI,DENPASAR,5311393366827894,Maragret Max,ryneemzd,18-07-2017,LAKI-LAKI,B,jl. teyfp gwwaqvk 9,895/167,denpasar,denpasar utara,BUDDHA,BELUM KAWIN,rfadghdtkkxu,WNI,SEUMUR HIDUP,13-08-2021,src/image.jpeg
BALI,DENPASAR,5326067420807303,Dion Melinda,wnlwiwtg,02-06-1993,LAKI-LAKI,O,jl. drdhh jyswufg 2,185/819,denpasar,denpasar utara,HINDU,KAWIN,kvcyfzvruzmi,WNI,SEUMUR HIDUP,21-10-2021,src/image.jpeg
BALI,DENPASAR,5571871460993788,Arnetta Colton,fnqdztfq,21-12-2018,PEREMPUAN,O,jl. cpcow cmujruy 5,222/268,denpasar,denpasar utara,HINDU,KAWIN,icrplmlvflly,WNI,SEUMUR HIDUP,15-09-2021,src/image.jpeg
BALI,DENPASAR,5699011751895555,Omer Andre,zexyyrwc,06-11-1991,LAKI-LAKI,O,jl. tvyww hqknjzp 1,288/993,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,tzctrfezrcpt,WNI,SEUMUR HIDUP,29-10-2021,src/image.jpeg
BALI,DENPASAR,5935033020986780,Curt Rupert,cjcathyt,23-05-2017,LAKI-LAKI,O,jl. npiqc zqfhgvv 1,133/006,denpasar,denpasar utara,KONGHUCU,KAWIN,jtdsoakxoiln,WNI,SEUMUR HIDUP,31-07-2021,src/image.jpeg
BALI,DENPASAR,5859547594340536,Mandi Charlie,pfcjdjpw,06-05-1999,LAKI-LAKI,O,jl. vlpdb ffhinwi 2,028/949,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,agubszcpdluy,WNI,SEUMUR HIDUP,03-05-2022,src/image.jpeg
BALI,DENPASAR,5021843278333270,Irwin Klara,xutcwbfn,25-07-2013,PEREMPUAN,A,jl. ujddo pguqeoo 1,591/459,denpasar,denpasar utara,HINDU,BELUM KAWIN,ogpfxlwrzovg,WNI,SEUMUR HIDUP,23-08-2021,src/image.jpeg
BALI,DENPASAR,5732296403003356,Claire Charles,dbaokvrb,18-06-2002,LAKI-LAKI,O,jl. iwwxa vdgyqmq 0,658/406,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,hovtqybcqbbq,WNI,SEUMUR HIDUP,31-07-2021,src/image.jpeg
BALI,DENPASAR,5853636527625716,Carol Richard,ecledrnc,17-02-1994,PEREMPUAN,O,jl. coqdt ysanybh 9,733/183,denpasar,denpasar utara,KONGHUCU,KAWIN,vwcseaqplkkp,WNI,SEUMUR HIDUP,15-04-2022,src/image.jpeg
BALI,DENPASAR,5621095883043406,Moriah Easter,qfigwozp,30-06-2013,LAKI-LAKI,O,jl. icurj xdslyyl 8,190/103,denpasar,denpasar utara,HINDU,KAWIN,bthxjalazrpa,WNI,SEUMUR HIDUP,24-08-2021,src/image.jpeg
BALI,DENPASAR,5193011775796329,Josefa Jimmie,gawekdus,08-01-2017,PEREMPUAN,O,jl. eakbl wiypkbe 9,831/121,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,cyrrpqmjgxjm,WNI,SEUMUR HIDUP,01-03-2022,src/image.jpeg
BALI,DENPASAR,5171475718536082,Eleanor Ezra,xjfcdfnd,20-05-1998,LAKI-LAKI,O,jl. rtllh lqtitkh 2,644/193,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,ywcxlzibopzi,WNI,SEUMUR HIDUP,02-07-2021,src/image.jpeg
BALI,DENPASAR,5940702251414066,Carey Salena,nichzopd,03-06-2017,LAKI-LAKI,O,jl. amwrq ngbmawx 9,374/591,denpasar,denpasar utara,HINDU,KAWIN,ijczetihksjj,WNI,SEUMUR HIDUP,11-08-2021,src/image.jpeg
BALI,DENPASAR,5665265984133921,Mason Hang,rypbqkct,19-07-2015,PEREMPUAN,B,jl. rcyqf mttdzkw 0,306/920,denpasar,denpasar utara,KONGHUCU,KAWIN,arwkjsxbhamj,WNI,SEUMUR HIDUP,14-03-2022,src/image.jpeg
BALI,DENPASAR,5998875097343188,Clarine Jacki,suueqomq,01-01-2007,LAKI-LAKI,B,jl. vrsbt vxoxbjh 4,770/027,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,qnvjcfmfvhfz,WNI,SEUMUR HIDUP,28-10-2021,src/image.jpeg
BALI,DENPASAR,5609601012253701,Diego Colin,ghfcwosq,16-03-2013,LAKI-LAKI,O,jl. fulct cquprji 8,662/830,denpasar,denpasar utara,HINDU,BELUM KAWIN,klvxjxfypabs,WNI,SEUMUR HIDUP,10-03-2022,src/image.jpeg
BALI,DENPASAR,5774587232620231,Letisha Philip,fyotibfu,09-03-2006,LAKI-LAKI,AB,jl. suwvu cclrawf 5,115/128,denpasar,denpasar utara,KATOLIK,KAWIN,chbelduuudhs,WNI,SEUMUR HIDUP,14-07-2021,src/image.jpeg
BALI,DENPASAR,5895463673578824,Kendall Divina,gbbqtxgf,26-11-2017,LAKI-LAKI,O,jl. meyrz zjwyltm 1,378/315,denpasar,denpasar utara,ISLAM,BELUM KAWIN,erppjfwdakvb,WNI,SEUMUR HIDUP,15-07-2021,src/image.jpeg
BALI,DENPASAR,5808726457872595,Alfonso Ivory,xrszjooc,22-12-2014,PEREMPUAN,AB,jl. witjb ogqrman 1,771/223,denpasar,denpasar utara,KONGHUCU,KAWIN,adcmeltfpknr,WNI,SEUMUR HIDUP,17-06-2021,src/image.jpeg
BALI,DENPASAR,5144832464262353,Vannessa Gonzalo,amnpidxq,12-10-2012,LAKI-LAKI,AB,jl. kdzhq onffnhm 2,616/893,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,cgruqrjoycui,WNI,SEUMUR HIDUP,14-01-2022,src/image.jpeg
BALI,DENPASAR,5679449742684238,Kurt Daniel,hfldrepo,14-11-2015,PEREMPUAN,B,jl. lhjfx cmhdkbg 5,196/002,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,hjmyajzelxnv,WNI,SEUMUR HIDUP,03-09-2021,src/image.jpeg
BALI,DENPASAR,5694327470586793,Perla Prince,jkdrrwnd,13-11-2003,LAKI-LAKI,AB,jl. cmlyq hpstfde 3,313/425,denpasar,denpasar utara,HINDU,BELUM KAWIN,ruevpvctppgt,WNI,SEUMUR HIDUP,31-12-2021,src/image.jpeg
BALI,DENPASAR,5013942250844064,Oleta Hong,zwewiacs,05-05-1996,PEREMPUAN,B,jl. xnjlx mwywaph 2,334/034,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,abkmtklfbodx,WNI,SEUMUR HIDUP,07-02-2022,src/image.jpeg
BALI,DENPASAR,5758465519809102,Barbera Garry,skmrswji,09-09-2018,LAKI-LAKI,O,jl. huesl nmwhunq 9,136/448,denpasar,denpasar utara,KONGHUCU,KAWIN,jznkmkmqslrx,WNI,SEUMUR HIDUP,28-07-2021,src/image.jpeg
BALI,DENPASAR,5425958061688860,Salvador Adah,twxvbqlj,26-09-2005,PEREMPUAN,O,jl. chvnt papnklb 8,696/207,denpasar,denpasar utara,HINDU,BELUM KAWIN,eiqfibdtzocq,WNI,SEUMUR HIDUP,03-12-2021,src/image.jpeg
BALI,DENPASAR,5297146825978620,Allan Elia,frndpnxz,18-07-2013,LAKI-LAKI,AB,jl. hslnf gwzufhc 9,676/051,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,uzvhwrphidqs,WNI,SEUMUR HIDUP,24-05-2021,src/image.jpeg
BALI,DENPASAR,5831409223226082,Tyron Edwin,gvwnhskz,29-07-1990,LAKI-LAKI,B,jl. xnnsz atktivi 6,533/683,denpasar,denpasar utara,KONGHUCU,KAWIN,cfynecoqufax,WNI,SEUMUR HIDUP,04-03-2022,src/image.jpeg
BALI,DENPASAR,5838824707549963,Val Edmundo,bskdgyru,01-09-2005,PEREMPUAN,O,jl. kbkwo wmbpeyq 0,333/599,denpasar,denpasar utara,KONGHUCU,KAWIN,exirutahinco,WNI,SEUMUR HIDUP,01-09-2021,src/image.jpeg
BALI,DENPASAR,5199622515090515,Arie Huey,jssddvsq,08-11-2008,LAKI-LAKI,AB,jl. ufxxv icfxbca 3,786/795,denpasar,denpasar utara,KONGHUCU,KAWIN,zchaztzoimdz,WNI,SEUMUR HIDUP,06-01-2022,src/image.jpeg
BALI,DENPASAR,5811509597436236,Roy Alison,pswrjzlq,24-10-1997,PEREMPUAN,O,jl. hhkfr eexionf 6,506/673,denpasar,denpasar utara,KONGHUCU,KAWIN,yztvmaguzmbx,WNI,SEUMUR HIDUP,06-06-2021,src/image.jpeg
BALI,DENPASAR,5359842368346717,Marcelle Elliott,avexpial,26-12-2000,LAKI-LAKI,O,jl. brlee zvdobqp 7,849/814,denpasar,denpasar utara,KONGHUCU,KAWIN,btziwizzqfou,WNI,SEUMUR HIDUP,01-12-2021,src/image.jpeg
BALI,DENPASAR,5166248107190668,Reid Katherin,ekpoihdo,11-07-1999,PEREMPUAN,A,jl. gaonq btghcea 3,419/765,denpasar,denpasar utara,KONGHUCU,KAWIN,iagmmjjwmowh,WNI,SEUMUR HIDUP,20-03-2022,src/image.jpeg
BALI,DENPASAR,5607154659076022,Garland Leroy,fmvrnljd,29-05-2012,LAKI-LAKI,O,jl. oehvb itwrulb 5,788/958,denpasar,denpasar utara,HINDU,BELUM KAWIN,huwwekeuldqw,WNI,SEUMUR HIDUP,22-10-2021,src/image.jpeg
BALI,DENPASAR,5864607818874054,Brinda Mozell,ubdjsokc,23-02-2018,PEREMPUAN,O,jl. oluju gukvpwn 0,997/621,denpasar,denpasar utara,HINDU,BELUM KAWIN,lczdnednmowb,WNI,SEUMUR HIDUP,20-12-2021,src/image.jpeg
BALI,DENPASAR,5411315962155291,Isidra Paz,uogpytvh,31-07-1998,PEREMPUAN,AB,jl. esfom qdlegzz 0,963/027,denpasar,denpasar utara,HINDU,BELUM KAWIN,eyzvdzkkmimh,WNI,SEUMUR HIDUP,01-09-2021,src/image.jpeg
BALI,DENPASAR,5647676192977930,Nigel Marisa,pgtdjnyq,29-08-2004,LAKI-LAKI,B,jl. xkkwl zjeettw 8,974/974,denpasar,denpasar utara,KRISTEN,BELUM KAWIN,eaoaymrkayoj,WNI,SEUMUR HIDUP,19-01-2022,src/image.jpeg
BALI,DENPASAR,5119507771059114,Luvenia Darrell,pjxjwoxl,04-05-2012,LAKI-LAKI,O,jl. hvymz mturzfb 4,861/393,denpasar,denpasar utara,HINDU,BELUM KAWIN,imfbsixddykm,WNI,SEUMUR HIDUP,21-09-2021,src/image.jpeg
BALI,DENPASAR,5897484855775651,Maria Linwood,qeiscnuz,01-01-2019,PEREMPUAN,A,jl. kgcoe puaduuk 2,983/803,denpasar,denpasar utara,KATOLIK,KAWIN,iducxxyjoxrs,WNI,SEUMUR HIDUP,06-08-2021,src/image.jpeg
BALI,DENPASAR,5108836098540740,Felton Long,zksauhxg,09-02-2008,PEREMPUAN,AB,jl. kptwo vfnilau 8,405/592,denpasar,denpasar utara,KATOLIK,KAWIN,gzmgsfrkpdcc,WNI,SEUMUR HIDUP,22-11-2021,src/image.jpeg
BALI,DENPASAR,5030563081159950,Thanh Shaun,yimwjrmj,05-06-1996,PEREMPUAN,AB,jl. xoiih uyxmvny 2,672/256,denpasar,denpasar utara,ISLAM,KAWIN,tyjlruvdocaj,WNI,SEUMUR HIDUP,12-01-2022,src/image.jpeg
BALI,DENPASAR,5866523260599992,Valentine Dewayne,hzdiwlll,16-09-2000,PEREMPUAN,O,jl. lrwsp csvviev 2,107/619,denpasar,denpasar utara,KONGHUCU,KAWIN,dlyuhtambfxo,WNI,SEUMUR HIDUP,24-09-2021,src/image.jpeg
BALI,DENPASAR,5166288456234449,Inell Tennille,bknmxafl,19-12-1996,LAKI-LAKI,O,jl. odamk wiklctv 1,152/736,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,ylbduuyidtzb,WNI,SEUMUR HIDUP,06-06-2021,src/image.jpeg
BALI,DENPASAR,5926329662809885,Casie Johnetta,bgjtdypc,21-01-1991,LAKI-LAKI,O,jl. kfgde athokhw 2,122/034,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,ntwbcwzdycmo,WNI,SEUMUR HIDUP,12-01-2022,src/image.jpeg
BALI,DENPASAR,5272234167091629,Guillermina Sal,azgfwkiz,21-11-2017,LAKI-LAKI,O,jl. fubss qqjflcx 5,136/623,denpasar,denpasar utara,KATOLIK,KAWIN,xtrxyrkpusii,WNI,SEUMUR HIDUP,26-06-2021,src/image.jpeg
BALI,DENPASAR,5464878332162960,Adrienne Rossana,wgjujmlr,04-05-2001,PEREMPUAN,O,jl. yhlzf xlhmrtp 7,835/270,denpasar,denpasar utara,HINDU,KAWIN,tnnbtovzpvjo,WNI,SEUMUR HIDUP,05-03-2022,src/image.jpeg
BALI,DENPASAR,5152863148934702,Dionna Kari,lbqvnbta,09-09-2008,LAKI-LAKI,A,jl. myqpj oobfxwq 9,061/852,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,xlrggrvnjgik,WNI,SEUMUR HIDUP,11-09-2021,src/image.jpeg
BALI,DENPASAR,5949189776010302,Cornelius Ed,odcidtsi,09-06-2001,PEREMPUAN,O,jl. ngjgy vuoxfyt 1,847/892,denpasar,denpasar utara,KATOLIK,KAWIN,nhibinsuavng,WNI,SEUMUR HIDUP,01-12-2021,src/image.jpeg
BALI,DENPASAR,5066729572909936,Alphonse Hollie,zzebcopd,02-03-2015,PEREMPUAN,B,jl. hxija mlarysu 1,767/367,denpasar,denpasar utara,HINDU,BELUM KAWIN,sbkugjxghlwm,WNI,SEUMUR HIDUP,19-05-2021,src/image.jpeg
BALI,DENPASAR,5147974871310979,Porsha Andy,qpmzfoje,13-11-2015,LAKI-LAKI,O,jl. ualoy ltygfuu 1,681/064,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,jgfjwtaamirc,WNI,SEUMUR HIDUP,19-11-2021,src/image.jpeg
BALI,DENPASAR,5227347661106140,Dannie Barrett,lziyjfpr,30-06-2006,LAKI-LAKI,O,jl. pbvuy incxevg 4,277/669,denpasar,denpasar utara,KONGHUCU,KAWIN,hilouufryugl,WNI,SEUMUR HIDUP,18-08-2021,src/image.jpeg
BALI,DENPASAR,5494004700810990,Orville Fredricka,mkyeyfkf,26-01-2001,PEREMPUAN,O,jl. kbddc eaagzhg 3,523/732,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,hwpgsqyqfrrd,WNI,SEUMUR HIDUP,22-07-2021,src/image.jpeg
BALI,DENPASAR,5876098901400054,Rex Rashad,ebiagydo,14-06-2014,LAKI-LAKI,A,jl. uvrtd wgazusb 9,026/707,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,qbrkctckewoe,WNI,SEUMUR HIDUP,01-08-2021,src/image.jpeg
BALI,DENPASAR,5045692656872215,Shelton Cortez,tlftvdxy,06-02-1994,LAKI-LAKI,A,jl. qgsso dynhhks 6,664/864,denpasar,denpasar utara,KRISTEN,KAWIN,kvxdvkbezkcv,WNI,SEUMUR HIDUP,22-06-2021,src/image.jpeg
BALI,DENPASAR,5788745215311238,Manuel Nida,kvadnrym,17-10-2004,LAKI-LAKI,A,jl. vrbea ucmddcd 1,966/058,denpasar,denpasar utara,KONGHUCU,KAWIN,jibtmmuwfoxx,WNI,SEUMUR HIDUP,30-10-2021,src/image.jpeg
BALI,DENPASAR,5401122864216838,Carol Lavinia,vkbkadap,18-09-1997,PEREMPUAN,O,jl. txtoj pueqnoa 4,386/813,denpasar,denpasar utara,KONGHUCU,KAWIN,gdoxwghynxch,WNI,SEUMUR HIDUP,30-05-2021,src/image.jpeg
BALI,DENPASAR,5231268922023081,Lashaunda Nathan,ksfbxjrx,06-10-2010,LAKI-LAKI,O,jl. kkcxg fqpchoo 6,685/217,denpasar,denpasar utara,KONGHUCU,KAWIN,jqtfhiouqnjr,WNI,SEUMUR HIDUP,24-08-2021,src/image.jpeg
BALI,DENPASAR,5095407553137931,Ruben Gwen,ktdsreuy,20-12-2009,LAKI-LAKI,A,jl. stczd gnygfbg 4,114/726,denpasar,denpasar utara,KONGHUCU,KAWIN,xbulenippebc,WNI,SEUMUR HIDUP,11-09-2021,src/image.jpeg
BALI,DENPASAR,5047767416315894,Harold Kris,kqxvfpzg,12-11-2004,PEREMPUAN,O,jl. dtflw cippiut 7,698/221,denpasar,denpasar utara,KATOLIK,KAWIN,zgfnprlaalcu,WNI,SEUMUR HIDUP,07-12-2021,src/image.jpeg
BALI,DENPASAR,5191786613122290,Latina Owen,vmkqtlcp,11-10-2015,PEREMPUAN,AB,jl. tvfcy khetule 8,718/518,denpasar,denpasar utara,HINDU,KAWIN,kibybryxkeec,WNI,SEUMUR HIDUP,01-10-2021,src/image.jpeg
